file,lineno,lhs,rhs_sig,rhs_shape,rhs_vars,line
.\dev_tools\kakerlake_ultra_cleaner.py,603,sub,"('Call', ('Attr', 'ap', 'add_subparsers'), (), (('dest', ('Const', ""'cmd'"")), ('required', ('Const', 'True'))))","('Call', 0, 2)",ap,"sub=ap.add_subparsers(dest=""cmd"", required=True)"
.\dev_tools\kakerlake_ultra_cleaner_v2.py,421,sub,"('Call', ('Attr', 'ap', 'add_subparsers'), (), (('dest', ('Const', ""'cmd'"")), ('required', ('Const', 'True'))))","('Call', 0, 2)",ap,"sub=ap.add_subparsers(dest=""cmd"", required=True)"
.\dev_tools\kakerlake_ultra_cleaner_v3.py,411,sub,"('Call', ('Attr', 'ap', 'add_subparsers'), (), (('dest', ('Const', ""'cmd'"")), ('required', ('Const', 'True'))))","('Call', 0, 2)",ap,"sub=ap.add_subparsers(dest=""cmd"", required=True)"
.\mnt\data\kakerlake_ultra_cleaner.py,603,sub,"('Call', ('Attr', 'ap', 'add_subparsers'), (), (('dest', ('Const', ""'cmd'"")), ('required', ('Const', 'True'))))","('Call', 0, 2)",ap,"sub=ap.add_subparsers(dest=""cmd"", required=True)"
.\mnt\data\kakerlake_ultra_cleaner_v2.py,421,sub,"('Call', ('Attr', 'ap', 'add_subparsers'), (), (('dest', ('Const', ""'cmd'"")), ('required', ('Const', 'True'))))","('Call', 0, 2)",ap,"sub=ap.add_subparsers(dest=""cmd"", required=True)"
.\notwendig oder nicht\wichtig\repo_porter.py,603,sub,"('Call', ('Attr', 'ap', 'add_subparsers'), (), (('dest', ('Const', ""'cmd'"")), ('required', ('Const', 'True'))))","('Call', 0, 2)",ap,"sub = ap.add_subparsers(dest=""cmd"", required=True)"
.\tools\kakerlake_ultra_cleaner.py,604,sub,"('Call', ('Attr', 'ap', 'add_subparsers'), (), (('dest', ('Const', ""'cmd'"")), ('required', ('Const', 'True'))))","('Call', 0, 2)",ap,"sub=ap.add_subparsers(dest=""cmd"", required=True)"
.\tools\repo_porter.py,603,sub,"('Call', ('Attr', 'ap', 'add_subparsers'), (), (('dest', ('Const', ""'cmd'"")), ('required', ('Const', 'True'))))","('Call', 0, 2)",ap,"sub = ap.add_subparsers(dest=""cmd"", required=True)"
.\admin_logo_management_ui.py,76,base64_string,"('Call', ('Attr', 'base64.b64encode(file_bytes)', 'decode'), (('Const', ""'utf-8'""),), ())","('Call', 1, 0)","base64,file_bytes",base64_string = base64.b64encode(file_bytes).decode('utf-8')
.\notwendig oder nicht\wichtig\out_selected\patches\admin_logo_management_ui.py.insert.py,60,base64_string,"('Call', ('Attr', 'base64.b64encode(file_bytes)', 'decode'), (('Const', ""'utf-8'""),), ())","('Call', 1, 0)","base64,file_bytes",base64_string = base64.b64encode(file_bytes).decode('utf-8')
.\notwendig oder nicht\wichtig\portings\patches\admin_logo_management_ui.py.insert.py,81,base64_string,"('Call', ('Attr', 'base64.b64encode(file_bytes)', 'decode'), (('Const', ""'utf-8'""),), ())","('Call', 1, 0)","base64,file_bytes",base64_string = base64.b64encode(file_bytes).decode('utf-8')
.\tools\out_selected\patches\admin_logo_management_ui.py.insert.py,60,base64_string,"('Call', ('Attr', 'base64.b64encode(file_bytes)', 'decode'), (('Const', ""'utf-8'""),), ())","('Call', 1, 0)","base64,file_bytes",base64_string = base64.b64encode(file_bytes).decode('utf-8')
.\tools\portings\patches\admin_logo_management_ui.py.insert.py,81,base64_string,"('Call', ('Attr', 'base64.b64encode(file_bytes)', 'decode'), (('Const', ""'utf-8'""),), ())","('Call', 1, 0)","base64,file_bytes",base64_string = base64.b64encode(file_bytes).decode('utf-8')
.\admin_logo_management_ui.py,160,base64_svg,"('Call', ('Attr', 'base64.b64encode(file_bytes)', 'decode'), (('Const', ""'utf-8'""),), ())","('Call', 1, 0)","base64,file_bytes",base64_svg = base64.b64encode(file_bytes).decode('utf-8')
.\notwendig oder nicht\wichtig\out_selected\patches\admin_logo_management_ui.py.insert.py,150,base64_svg,"('Call', ('Attr', 'base64.b64encode(file_bytes)', 'decode'), (('Const', ""'utf-8'""),), ())","('Call', 1, 0)","base64,file_bytes",base64_svg = base64.b64encode(file_bytes).decode('utf-8')
.\notwendig oder nicht\wichtig\portings\patches\admin_logo_management_ui.py.insert.py,191,base64_svg,"('Call', ('Attr', 'base64.b64encode(file_bytes)', 'decode'), (('Const', ""'utf-8'""),), ())","('Call', 1, 0)","base64,file_bytes",base64_svg = base64.b64encode(file_bytes).decode('utf-8')
.\tools\out_selected\patches\admin_logo_management_ui.py.insert.py,150,base64_svg,"('Call', ('Attr', 'base64.b64encode(file_bytes)', 'decode'), (('Const', ""'utf-8'""),), ())","('Call', 1, 0)","base64,file_bytes",base64_svg = base64.b64encode(file_bytes).decode('utf-8')
.\tools\portings\patches\admin_logo_management_ui.py.insert.py,191,base64_svg,"('Call', ('Attr', 'base64.b64encode(file_bytes)', 'decode'), (('Const', ""'utf-8'""),), ())","('Call', 1, 0)","base64,file_bytes",base64_svg = base64.b64encode(file_bytes).decode('utf-8')
.\notwendig oder nicht\wichtig\portings\patches\test_admin_workflow.py.insert.py,116,new_image_b64,"('Call', ('Attr', 'base64.b64encode(png_data)', 'decode'), (('Const', ""'utf-8'""),), ())","('Call', 1, 0)","base64,png_data",new_image_b64 = base64.b64encode(png_data).decode('utf-8')
.\tests\test_admin_workflow.py,107,new_image_b64,"('Call', ('Attr', 'base64.b64encode(png_data)', 'decode'), (('Const', ""'utf-8'""),), ())","('Call', 1, 0)","base64,png_data",new_image_b64 = base64.b64encode(png_data).decode('utf-8')
.\tools\portings\patches\test_admin_workflow.py.insert.py,116,new_image_b64,"('Call', ('Attr', 'base64.b64encode(png_data)', 'decode'), (('Const', ""'utf-8'""),), ())","('Call', 1, 0)","base64,png_data",new_image_b64 = base64.b64encode(png_data).decode('utf-8')
.\notwendig oder nicht\wichtig\portings\patches\test_admin_upload.py.insert.py,17,test_image_b64,"('Call', ('Attr', 'base64.b64encode(png_data)', 'decode'), (('Const', ""'utf-8'""),), ())","('Call', 1, 0)","base64,png_data",test_image_b64 = base64.b64encode(png_data).decode('utf-8')
.\tests\test_admin_upload.py,17,test_image_b64,"('Call', ('Attr', 'base64.b64encode(png_data)', 'decode'), (('Const', ""'utf-8'""),), ())","('Call', 1, 0)","base64,png_data",test_image_b64 = base64.b64encode(png_data).decode('utf-8')
.\tools\portings\patches\test_admin_upload.py.insert.py,17,test_image_b64,"('Call', ('Attr', 'base64.b64encode(png_data)', 'decode'), (('Const', ""'utf-8'""),), ())","('Call', 1, 0)","base64,png_data",test_image_b64 = base64.b64encode(png_data).decode('utf-8')
.\notwendig oder nicht\wichtig\portings\patches\test_admin_workflow.py.insert.py,35,uploaded_product_image_b64,"('Call', ('Attr', 'base64.b64encode(png_data)', 'decode'), (('Const', ""'utf-8'""),), ())","('Call', 1, 0)","base64,png_data",uploaded_product_image_b64 = base64.b64encode(png_data).decode('utf-8')
.\tests\test_admin_workflow.py,35,uploaded_product_image_b64,"('Call', ('Attr', 'base64.b64encode(png_data)', 'decode'), (('Const', ""'utf-8'""),), ())","('Call', 1, 0)","base64,png_data",uploaded_product_image_b64 = base64.b64encode(png_data).decode('utf-8')
.\tools\portings\patches\test_admin_workflow.py.insert.py,35,uploaded_product_image_b64,"('Call', ('Attr', 'base64.b64encode(png_data)', 'decode'), (('Const', ""'utf-8'""),), ())","('Call', 1, 0)","base64,png_data",uploaded_product_image_b64 = base64.b64encode(png_data).decode('utf-8')
.\calculations.py,906,annual_production,"('Call', ('Attr', 'base_data', 'get'), (('Const', ""'annual_pv_production_kwh'""), ('Const', '10000')), ())","('Call', 2, 0)",base_data,"annual_production = base_data.get(""annual_pv_production_kwh"", 10000)"
.\calculations.py,822,ideal_production,"('Call', ('Attr', 'base_data', 'get'), (('Const', ""'annual_pv_production_kwh'""), ('Const', '10000')), ())","('Call', 2, 0)",base_data,"ideal_production = base_data.get(""annual_pv_production_kwh"", 10000)"
.\tests\test_numbering.py,33,additional_pdf,"('Call', ('Attr', 'buf', 'getvalue'), (), ())","('Call', 0, 0)",buf,additional_pdf = buf.getvalue()
.\tools\test_numbering.py,33,additional_pdf,"('Call', ('Attr', 'buf', 'getvalue'), (), ())","('Call', 0, 0)",buf,additional_pdf = buf.getvalue()
.\pdf_generator.py,433,overlay_bytes,"('Call', ('Attr', 'buf', 'getvalue'), (), ())","('Call', 0, 0)",buf,overlay_bytes = buf.getvalue()
.\calculations.py,1739,dc_power,"('Call', ('Attr', 'calc_results', 'get'), (('Const', ""'anlage_kwp'""), ('Const', '10')), ())","('Call', 2, 0)",calc_results,"dc_power = calc_results.get(""anlage_kwp"", 10)"
.\calculations.py,1922,system_kwp,"('Call', ('Attr', 'calc_results', 'get'), (('Const', ""'anlage_kwp'""), ('Const', '10')), ())","('Call', 2, 0)",calc_results,"system_kwp = calc_results.get(""anlage_kwp"", 10)"
.\calculations.py,1375,annual_benefit,"('Call', ('Attr', 'calc_results', 'get'), (('Const', ""'annual_financial_benefit_year1'""), ('Const', '1500')), ())","('Call', 2, 0)",calc_results,"annual_benefit = calc_results.get(""annual_financial_benefit_year1"", 1500)"
.\calculations.py,1389,annual_benefit,"('Call', ('Attr', 'calc_results', 'get'), (('Const', ""'annual_financial_benefit_year1'""), ('Const', '1500')), ())","('Call', 2, 0)",calc_results,"annual_benefit = calc_results.get(""annual_financial_benefit_year1"", 1500)"
.\calculations.py,1823,annual_benefit,"('Call', ('Attr', 'calc_results', 'get'), (('Const', ""'annual_financial_benefit_year1'""), ('Const', '1500')), ())","('Call', 2, 0)",calc_results,"annual_benefit = calc_results.get(""annual_financial_benefit_year1"", 1500)"
.\calculations.py,1761,base_annual_benefit,"('Call', ('Attr', 'calc_results', 'get'), (('Const', ""'annual_financial_benefit_year1'""), ('Const', '1500')), ())","('Call', 2, 0)",calc_results,"base_annual_benefit = calc_results.get(""annual_financial_benefit_year1"", 1500)"
.\calculations.py,1733,annual_production,"('Call', ('Attr', 'calc_results', 'get'), (('Const', ""'annual_pv_production_kwh'""), ('Const', '10000')), ())","('Call', 2, 0)",calc_results,"annual_production = calc_results.get(""annual_pv_production_kwh"", 10000)"
.\calculations.py,1921,annual_production,"('Call', ('Attr', 'calc_results', 'get'), (('Const', ""'annual_pv_production_kwh'""), ('Const', '10000')), ())","('Call', 2, 0)",calc_results,"annual_production = calc_results.get(""annual_pv_production_kwh"", 10000)"
.\calculations.py,1424,pv_production,"('Call', ('Attr', 'calc_results', 'get'), (('Const', ""'annual_pv_production_kwh'""), ('Const', '10000')), ())","('Call', 2, 0)",calc_results,"pv_production = calc_results.get(""annual_pv_production_kwh"", 10000)"
.\calculations.py,1760,base_investment,"('Call', ('Attr', 'calc_results', 'get'), (('Const', ""'total_investment_netto'""), ('Const', '20000')), ())","('Call', 2, 0)",calc_results,"base_investment = calc_results.get(""total_investment_netto"", 20000)"
.\calculations.py,1822,base_investment,"('Call', ('Attr', 'calc_results', 'get'), (('Const', ""'total_investment_netto'""), ('Const', '20000')), ())","('Call', 2, 0)",calc_results,"base_investment = calc_results.get(""total_investment_netto"", 20000)"
.\calculations.py,1374,investment,"('Call', ('Attr', 'calc_results', 'get'), (('Const', ""'total_investment_netto'""), ('Const', '20000')), ())","('Call', 2, 0)",calc_results,"investment = calc_results.get(""total_investment_netto"", 20000)"
.\calculations.py,1388,investment,"('Call', ('Attr', 'calc_results', 'get'), (('Const', ""'total_investment_netto'""), ('Const', '20000')), ())","('Call', 2, 0)",calc_results,"investment = calc_results.get(""total_investment_netto"", 20000)"
.\pdf_template_engine\dynamic_overlay.py,326,c,"('Call', ('Attr', 'canvas', 'Canvas'), (('Name', 'buffer'),), (('pagesize', ('Name', 'A4')),))","('Call', 1, 1)","A4,buffer,canvas","c = canvas.Canvas(buffer, pagesize=A4)"
.\central_pdf_system.py,458,p,"('Call', ('Attr', 'canvas', 'Canvas'), (('Name', 'buffer'),), (('pagesize', ('Name', 'A4')),))","('Call', 1, 1)","A4,buffer,canvas","p = canvas.Canvas(buffer, pagesize=A4)"
.\utils\export_coords.py,11,all_pages,"('Call', ('Attr', 'collections', 'OrderedDict'), (), ())","('Call', 0, 0)",collections,all_pages = collections.OrderedDict()
.\pdf_atomizer.py,121,data,"('Call', ('Attr', 'collections', 'OrderedDict'), (), ())","('Call', 0, 0)",collections,data = collections.OrderedDict()
.\utils\export_coords.py,23,page_dict,"('Call', ('Attr', 'collections', 'OrderedDict'), (), ())","('Call', 0, 0)",collections,page_dict = collections.OrderedDict()
.\pdf_generator.py,1072,STYLES['OfferTitle'].textColor,"('Call', ('Attr', 'colors', 'HexColor'), (('Name', 'PRIMARY_COLOR_HEX'),), ())","('Call', 1, 0)","PRIMARY_COLOR_HEX,colors",STYLES['OfferTitle'].textColor = colors.HexColor(PRIMARY_COLOR_HEX)
.\pdf_generator.py,1073,STYLES['SectionTitle'].textColor,"('Call', ('Attr', 'colors', 'HexColor'), (('Name', 'PRIMARY_COLOR_HEX'),), ())","('Call', 1, 0)","PRIMARY_COLOR_HEX,colors",STYLES['SectionTitle'].textColor = colors.HexColor(PRIMARY_COLOR_HEX)
.\pdf_generator.py,1074,STYLES['SubSectionTitle'].textColor,"('Call', ('Attr', 'colors', 'HexColor'), (('Name', 'PRIMARY_COLOR_HEX'),), ())","('Call', 1, 0)","PRIMARY_COLOR_HEX,colors",STYLES['SubSectionTitle'].textColor = colors.HexColor(PRIMARY_COLOR_HEX) # Subsektionen auch in Primärfarbe
.\pdf_generator.py,1077,STYLES['TableHeader'].backColor,"('Call', ('Attr', 'colors', 'HexColor'), (('Name', 'PRIMARY_COLOR_HEX'),), ())","('Call', 1, 0)","PRIMARY_COLOR_HEX,colors",STYLES['TableHeader'].backColor = colors.HexColor(PRIMARY_COLOR_HEX)
.\database.py,600,c,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,c = conn.cursor()
.\database.py,618,c,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,c = conn.cursor()
.\database.py,34,cur,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cur = conn.cursor()
.\database.py,83,cur,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cur = conn.cursor()
.\database.py,105,cur,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cur = conn.cursor()
.\database.py,138,cur,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cur = conn.cursor()
.\database.py,157,cur,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cur = conn.cursor()
.\database.py,349,cur,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cur = conn.cursor()
.\database.py,368,cur,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cur = conn.cursor()
.\database.py,384,cur,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cur = conn.cursor()
.\database.py,626,cur,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cur = conn.cursor()
.\database.py,636,cur,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cur = conn.cursor()
.\database.py,643,cur,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cur = conn.cursor()
.\multi_offer_generator.py,666,cur,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cur = conn.cursor()
.\pdf_ui.py,1219,cur,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cur = conn.cursor()
.\product_attributes.py,17,cur,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cur = conn.cursor()
.\product_attributes.py,47,cur,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cur = conn.cursor()
.\product_attributes.py,90,cur,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cur = conn.cursor()
.\product_attributes.py,122,cur,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cur = conn.cursor()
.\product_attributes.py,155,cur,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cur = conn.cursor()
.\tools\smoke_crm_save.py,33,cur,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cur = conn.cursor()
.\brand_logo_db.py,22,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\brand_logo_db.py,59,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\brand_logo_db.py,108,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\brand_logo_db.py,154,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\brand_logo_db.py,199,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\brand_logo_db.py,257,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\brand_logo_db.py,301,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\brand_logo_db.py,349,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\check_companies.py,16,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\check_db.py,16,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\check_product_image_details.py,8,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\check_product_images.py,7,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\crm.py,50,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\crm.py,150,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\crm.py,187,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\crm.py,193,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\crm.py,200,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\crm.py,206,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\crm.py,232,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
.\crm.py,238,cursor,"('Call', ('Attr', 'conn', 'cursor'), (), ())","('Call', 0, 0)",conn,cursor = conn.cursor()
